Text,Image_Base64
ꠟꠣꠉꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABm0lEQVR4nO3WMYrCQBSA4ZedFUHsJMUgWGmRQkFsLEUQr2Bla+MNzA1sJeAJtAjpbO2EQEAEQQtBQRHERksh0bHIIlFx37obXZH3V0NmAl8mA4kkhIBX6uO/AZcRCOstQJvNplgsVqtV3zUAAOL+VFWdzWaRSORwOPzi9u+7G2RZ1mAwEEKkUinbtn0HfQLAer0ul8u73e60bbZtA0AgEHAcR5Ikxthpar/fh0Ihx3Gm02mhUNA0TVGUB74ywzBkWXbHmUzGHUwmk3Q6PRwOvRdPA387O9StViscDsdisQt0PB6vVCr1et3PnbjRF6jb7WazWc55MBi8XtTpdBKJxHK5fB4on8+bprlYLGRZvl6kqmo0Gs3lcs8DubXbbUVRGGO9Xg8AGGPj8RgASqVSs9ms1WoAsN1uV6uVOzsajfwXeQ9UMpk0DEPXdcuyhBC6rpumeXHoGo3GfD6/Nfv3JOH5/ej3+5xzzrn/z/3jzkCv0Ft8XB8agbAIhEUgLAJhEQiLQFgEwiIQFoGwCIRFICwCYREIi0BYLwc6Aj8LcZCSmphXAAAAAElFTkSuQmCC
ꠢꠇꠟꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB/klEQVR4nO2Wva/xUBzHT5880gUDIZp4CYkuBoN4GYwW/ofGoBsJSRM2EouEtX9BI2yMNpPZaKhJRGkYDFLvfs/QXLcXybme5d7hfKZfvudoP+23mlIAgH4Tf35a4BEihIMI4SBCOP4ihFarVTabPR6Pz8s0TV8ul+v1+pCfz2dZllmWNZlMekJRFMdxkiQZt1EUJYpiKBR6wwg+iEQi93m9XudyuXtiHDRNq1QqwWDwvrnX6zkcDvhKu912Op3wPi8qGwwGjUaj2Ww+L6mqKghCoVCwWq160u12zWaz1+s1XmGr1fL5fB6P540b88EXIU3TqtXqbrfL5/M2m824dDgc6vW6xWIRRdHtdiOEhsNhIpFgGIam6fu2Wq2WSqXS6XQymfwPG4QMlcXjcZ7nF4uFoiidTsfYVDQa5ThuOp0+lyhJ0mQyMdb98hn4Pp9Cm81GH3ie3263AOD3+xVFAYDlcnm73QAgEAioqgoALMvOZjMAyGQyABCLxUaj0cOhX4ZYPiuz2+36IMtyo9EAgFKppP+/XC4XRVEIoWKxqCeCIJxOJ4TQfD7v9/vlctlYnM7LEAsFT58fsizv9/twOPyd34/HY4ZhGIZ598RvCP0sv+5NTYRwECEcRAgHEcJBhHAQIRxECAcRwkGEcBAhHEQIBxHCQYRwECEcRAjHPzwH2xpfA8zUAAAAAElFTkSuQmCC
ꠄꠇꠎꠘꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACJ0lEQVR4nO2WPehxURjA7yWLYheTYtetOzDYmMxKpMQVWYQYTJSvQZGFMphYWIViNrC4mwGLjwklEfc+7+B9ff3rPXW99RrObzrPc57z9Os559YlAYD4JkT/W+AdLITiW4WOx2OpVOp0OhzHfdKOZdl/IzSfz0mSLJfLBoNht9sJbheLxeLx+EdG8EqxWPT7/SCU6/UaiUSq1argDiQArNdrp9N5Pp8JguB5fjweK5VKhULx0342m6lUKolE8py8Xq8kSYrF4ntmv9+bzeZMJvPRhCiKui1MJtNzSFHU8XiMRqMajQYAFovFYDC4n9LpdPf1drsNBoNWqzWZTAqe0MtXxnFcrVZzOBzPyc1mEwqFAoGAXC4nCMLn8xmNRgBIp9MMwyyXy1vZ5XLxeDyz2cztdgsZzB9ehPR6Pcdxdrv9Fp5Op0QiIZPJSqWSSqW6JVmW7Xa7p9OpXq9XKpV7vlKpZLPZ1Wr1ic270HA4dLlcvzdEIoZhbDabVCoViR5l+XyeYRidTpdKpZ7PttttgiAsFsuHQo83RNP0aDS6h6vViud5AFCr1ZvNBgC0Wu1isXi7cpqmG40GAHi93nA4zPN8v993Op2Hw0HYG3oItVqtXq/3s6JQKCyXSwAol8vT6fRtt9lsTiaT58xut8vlcpfLRZgQCfj34+9gIRRYCAUWQoGFUGAhFFgIBRZCgYVQYCEUWAgFFkKBhVBgIRRYCAUWQvF1Qr8A8WqIVmQ2jPYAAAAASUVORK5CYII=
ꠀꠞꠇꠎꠘꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACPUlEQVR4nO2Wv+s5cRzH776+SimZbChCkkFyRmX1B5jE4EfKImSR0ilFBsVgMRkMTBalzmIgizLpkiwnC4ooP+71Ha7uc198P+/x+xnej+l9z/f7nj3u9V6OBADiJ/Hrfwu8goVQYCEUWAjFb4IgOI4LhUK32+19+3g8yuVypVIpJvf7nSAIuVz+flihUGi1WpZlX/LH40GSpEwmk9bu93uDwSAmJEnW63WbzUbAP2g0Gmq1Wpq0222NRiOsnU6nuLhcLtls1mQyCclmsxmNRuJbDodDXB8Oh2Qy6ff7aZr+WAsAn6+sWq3q9Xqj0Sg8AkClUtHr9Vqt9uXkbrdLpVKJREKlUglJPB73eDwAUCqVotEox3HiaCORyHq9DofD39W+z4amaYZhxDHk83mv17tYLF4Gc71eC4WC1Wp9Pp/SLZ1ONxgMLpeL3W6X5vV6fbVaud3u4XBI0/THWgD4S4jn+VwuN5lMXu5FRExcLlcgEGBZVqooLLrdrk6ns1gs/X5fmvt8vtVqVSwWBaGPtV9Cp9Npu91mMpn5fC7uURR1v9+lb1IUNR6PAWC73fI8DwAGg2G32wGA2WzebDbv86YoqtPpAEAsFkun0zzPMwwTDAbP5/N77ZdQq9Xyer3L5VLa1e12p9PpSzKbzaRJrVbjOA4Ams0my7LvQr1eT7gXkePxWC6XpZ8qrSUB/358DxZCgYVQYCEUWAgFFkKBhVBgIRRYCAUWQoGFUGAhFFgIBRZCgYVQYCEUP07oD0qFgK3mjT2SAAAAAElFTkSuQmCC
ꠟꠉꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABXklEQVR4nO3WsauCQBzAcX0OLeLmcIgt1tggQjhKo/4Prc3N9QcIrs1NgUsIDq1NDYLgkptbEkFbW0T0e0MP39Plt7zOgt930rsbPtwdqAgAwjv11TagGYGwPhCU5zkHx2+A5XnebDZDl/1X+A7FcXy73ZbLJYfdEQRBBIDz+Twej6/XazV6v99FUZQkqRq5XC66rq9WK0VRXitq7FgURaqqPp+LojBNc7/fA4BlWS0cWRiGsix3u93na6/Xm0wmQRC8dkvq/YC2261t24yxTqdTzW02m36/fzweWwCNRqMkScqyVFW1mpvP55qmOY7DE1S7Q67rAsBwONztdgDg+/50On08HgBgGMbpdOJwh2qgwWAQRdF6vU7TtLFusVgcDgcOIBH+/H5kWcYYY4xxPaN6NdA79IEfV84RCItAWATCIhAWgbAIhEUgLAJhEQiLQFgEwiIQFoGwCIT1dqBvPCJdd5lcITQAAAAASUVORK5CYII=
ꠛꠤꠞꠣꠖꠞꠤꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACF0lEQVR4nO2WvYrqQBiGJ5vjKlZKVLTwB7QTtcgFCBZ6Bd5DCkH8wUYRBLGxFbwBL8PWKhaioGATBDGiQvxBAiZmThHYDXE2s0cPnD0wT5Nhvo+XJ9+EJBSEEPwk3v61gBkihOM/EZIkKZfLFQqFV6KfDIEoGo2GIAgMw2iahmz4Ds+FIIR4np9MJhDCZDKpKMpzNk+HUPql3+/vdjt9ZrfbTVXV8XjM83w0Gn1/f3c6nR8TVRQFAGCz2WRZpijK4XDo+8fjcbVahUIht9sNALjf75qmAQCm0+ljCEVRvV4vHo+jj0xVVVEURVFcLpfr9TqVSh0OBwghy7JG98Fg4PP59PVHydRj0flYQvIGAKBp2u/3D4fDVquVTqcVRWEYxiTd7XbD4XAwGEQ+iKIolkol605siPmhDgQCm82mWq3GYjHjzTWbzUwmM5vNkINhWVaW5UqlwrKsRSeyhORTqF6vRyKRfr9vcRxIoWKxKEmSqfk7IUg+30PtdlsQBI7jrtfrfr/Xj3I+nxvHSdP0aDTSF4vFAgCQzWbL5bLL5TIN3tj5VQiSX49bHMdtt1uv11ur1S6Xi7FUq9Xsdru+OJ/PAIBOp4PMNXZ+FYLGYnp/RCKRgBCeTqcXc/7at8zj8eTzeVmWX8yhIPlBs4YI4SBCOIgQDiKEgwjhIEI4iBAOIoSDCOEgQjiIEA4ihIMI4SBCOH6c0G8mJnr67iZRAwAAAABJRU5ErkJggg==
ꠝꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABP0lEQVR4nO3WPYqDQBTA8efOksYLpLC1ywHSeASrFIJdJHaeIFgEU0QlZUDwIpI75AiBacQoWFj4BVO4RSCYTfGadZPi/cv3pvjBwDDSMAzwSX29G/A7AmERCItAWN8AkKbper0WQowXqqqmadp13Xi4XC59358UJN0fxjzPNU07nU6z2exyuRRFcTwe7yeqqvI8L8uyxWLhuu6kGnhc2Xw+P5/PjuOUZalp2mMthLBtm3O+2WympjyBACDLMtM0gyAYr+M4DoLgdrv9j+YJtNvtLMuSZXm8TpIEAHRdfwNotVoZhrHf7xljnPO6rgFAUZQoirbbLWPser02TTO5aHipbdvD4dD3/XhYVVUYhkKI1/N/m0TfDyQCYREIi0BYBMIiEBaBsAiERSAsAmERCItAWATCIhAWgbAIhPVxoB/BBuwIoSJobAAAAABJRU5ErkJggg==
ꠟꠁꠀ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABpElEQVR4nO3Wv4rCMBzA8cYUXDq4ZAiCgoKLSMHJxcGCUx9B7Cv4BG5Ogk462lEdSsEX0EnwD7hKZxd1FrSo5Ia7y1Wvxw/uCufw+2z9hcA3IYhECKG8kth/BzzDIAgGQTAIoiqKcjweLcu6XC5yer1eCSGqqsrJ/X4nhMRiIQcghPR6vXw+H02ReOS6LmNMfuq67vv+drsVYfr9fiKRCF36tYcTj0YjTdNSqZScnM9n27Yrlcr3k3Q6nXQ6nc1mo7mYTx9B0+m0VCpxzuPxeHDZNE3LsjKZzNO2VqtVLBZN04y25ivIMIzFYrHb7Rhjcm0ymSSTyXa7PRwO5VAI0Ww2q9Vq6LX9nRr8GI/H9XqdUjqfz3O53Gq1ms1mh8NB07RGo+H7/ul06na7tVpN1/X3LZTS2+0WfP5/FXxQhULBdV3HcdbrtRx6nlculweDgW3bhmF4nhfc4jjOcrmM8FETEfj7sdlsOOec86fo/X7PGKOURnYNP3sIegUv90uNQRAMgmAQBIMgGATBIAgGQTAIgkEQDIJgEASDIBgEwSAIBkHeACk4ZAuITiKyAAAAAElFTkSuQmCC
ꠀꠌꠞꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABzklEQVR4nO2WP4wxQRiHZ28/lUYhEoVsoVUpNgoNQSKIUklBdBIJpWyEwt9So1Ap6SQqKomIApXQKCS2tEFlMVfc3WSz3933fnHFXfE+1c5v3tk8M+8Uw1FKyW/i5acF9KAQBApBoBDEH0LI4XBIJBLX6/Xv6dPpxPO80WhkiaIoBoNBm9xuN47jeJ7XLnS5XJVK5Rkj+gWtVstkMrHh/X5vNBpms1lb0+12LRYLGx6Px2w2G4vFSqXSV78F+bxlzWZTEAS73c7OQJKkQCBgtVrZNur1uiAINpvtLVFVNZVK7Xa7ZDL5zMF88IlQuVx2Op2hUIglmUxmvV6Hw+HtdksIkSTJ5/MFg0G3281q2u12tVqVZfk7NnohSmmhUPD7/R6Ph4WDwWC/30ej0dVq5XA4CCHFYnE0Gr19M4bDISEkEol8U+j9Dp3PZ1mW8/n8crlk7RRFUVVVbYNFUVwsFrpkMplQStPpdC6Xezwe4/E4Ho9fLpfn7tC7UKfT8Xq9m81GO9fr9WazmTbp9/vT6VRXM5/PtYmiKLVaTbeT/4ej+Pz4NygEgUIQKASBQhAoBIFCECgEgUIQKASBQhAoBIFCECgEgUIQKATx64ReAbCr2Yk992saAAAAAElFTkSuQmCC
ꠇꠞꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABR0lEQVR4nO3WPYqDQBTA8WfMkCopxSak0UJIF3Ic8QKCxUBS2sdKCOkFT5AzmDOkSGelNoKC5IMwW7jrilnyGmVTvH/1dCx+zGuUhBDwSY3+G9CNQFgEwiIQ1hgAkiSxLOt2u70eV1XFGGOMNW8ejwcAMMYkSTocDoZh9CwSP61Wq2aoqmq73eq6LlqFYagoSufj3vtjZWmacs5t257NZg3a87zFYjGfz3u+j5fG7Yfr9brb7abT6X6/H42+ra7rRlHk+/5yuRxaA9Ba2Xq9Nk3zcrm0d9e5zzdH/a/seDwGQaBpWp7nWZYBQFmWcRy39bIsn06nejifz0Nc0O/KVFWtB8dxns8nAHDO7/d7++vNZjOZTOqhKIohQJKg34/3EQiLQFgEwiIQFoGwCIRFICwCYREIi0BYBMIiEBaBsAiERSCsjwN9AdF4UOsPERLSAAAAAElFTkSuQmCC
ꠃꠌꠤꠔ।,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACBklEQVR4nO3WoavqUBzA8bO3MGyigkHRKKKuKBgsFlkRi0EMC2sT/Atkwe6CySpaLJpmFIwqC84F12adaYoIk7GdGwZe2Xu84/N5effB+Sb3w+18djZEAkIIvlM//jXAHwah+p9BpmkyDNNut79OAwAA8OkEQTgcDuFw2HXd58/6054FybKsKAqEkKZp27a/DkRACE+nU7fbtSzrdrtRFOXtnGEYuq6HQiHv0HEc13UBAKqqplIpkiQDgcB9mwmCGAwG6XT6nY9MUZTdbjeZTPL5fKfTuc8dxxFFMRKJeIf5fN53T77JcDhsNBov79AniOO46/Uaj8dlWWYYxhvati0IgqqquVzOt/zxeFwul6ZpJpPJxyteLpdCofAGUCaTgRAuFgtRFKPR6Gg0ghC2Wq16vZ5IJCiK8oF4ng8EAizL0jTtu+jPu/gKKBaLaZrmfdZ1vVwuS5JUrVbH47Fpmvc1HhcrFou/XP5vQJ+/QzzPN5vN7XZrWZamaRzHVatVSZJYlg0GgyRJKooCACBJcr/fAwBkWc5ms95EVdXH99JxnDe81K7r9nq9UqlUq9Xm87kPPpvNVqsVhHA6na7Xa8Mw+v3++Xz2JpvN5vHLlUpFluXXdoiA+O/H78MgVBiECoNQYRAqDEKFQagwCBUGocIgVBiECoNQYRAqDEKFQagwCNW3A30APsW9vEeUQLYAAAAASUVORK5CYII=
ꠢꠇꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABzElEQVR4nO3WvWrCUBTA8ZugBEQdlIAXRFAwi4ODIA5Ojj6Ci4MigkKEgG4OLgHnvIObjm5ODrr4ANkkoAYdHCR+ezqk2loLp9BAO9z/dDk3gR/5IhwAkP8U/9eArzEQFgNhMRCWixCyWq2KxeLxeHzdFgThcrlcr9cv8/P5rOu6JElut9uecBynaVoikfitCO6lUqnHer1el0qlx+TzwrKsVqsVj8cfB/f7fVEUwaG+uWXD4VBV1W63+7plmqaiKPV63e/325Ner+f1eiORyG8vzL0nkGVZ7XZ7t9vVarVAIPB563A4dDodn8+naVo4HCaEjEajTCZDKRUEwSnNE8jlcsmyXK1Ws9nsdDp9OojnK5VKoVDweDw8/35KLpebTCaGYYii6CDo4xnabDb2olwub7dbAIhGo4vFAgCWy+XtdgOAWCxmmiYASJI0n88BIJ/PA0A6nR6Pxw4/Q8Fg0F7ouq6qKgA0Gg37/QqFQhzHEUJkWbYniqKcTidCiGEYg8Gg2Ww6deM4ePn90HV9v98nk8mfnD+bzSillFJHNN+D/rZ/96VmICwGwmIgLAbCYiAsBsJiICwGwmIgLAbCYiAsBsJiICwGwmIgrDfGEWr2XOkcZAAAAABJRU5ErkJggg==
ꠝꠣꠘꠥꠡ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACO0lEQVR4nO3WMWvqQADA8WviILqJtIKKQ2PpootdinTUrSAICtmUtlM6iOLgJDhIsoggCOInkM61Lm6CGpAOAUWEIK0NFKFC0liIcm9IX59Ph3vVltfh/lNyd4Qfl4NkD0IIflLE/wash0GoMAgVBqEyAAAeHx9jsZimaasTFEU9PDwoijIYDA4PD00m08fU/v6+JEkWi8Xtdq89jiCIZDJ5cHCwvQhCCCGUJImiqLu7u2azyXFcMpnUx30+n37x8vKSSCSi0Wgul4MQapomy/L9/X0kEikWi7IsV6tVl8v1+voKd+v9ldlstkajwTDMdDo9OztbQ2uadnl5KYrixcXF+8YaDEajMRQKXV9f12q129tbp9NptVpXN3K7/pyhp6cnmqZZlt1cVKlUWJaVJGl1cLFYpNNpr9dLEITdbg8GgztS1kHZbDYej5vN5s1F9XodAHB+fr46aDQar66uGIbJ5/N+v/9LNH+BwuGwfkRIkhRFUVEUAABJkv1+3+FwlMvlTCZDkuRoNOJ5PpVKAQDG47GqqoVCQX+CLMs8z+8q2jxWqqrm8/m3tzcI4c3NTbvd/piazWYcxz0/P5+cnOgj8/nc4/Ho16VSSRCEHQ/1Hvz870e3210ul6enp/rtcDg8OjradWN+9wlQq9USBGEymdA0fXx8/FWCtQz/uK7X63U6nUAg4PF4vomit80r+9Z+3LcMg1BhECoMQoVBqDAIFQahwiBUGIQKg1BhECoMQoVBqDAIFQah+gVmS4nSaBqOHwAAAABJRU5ErkJggg==
ꠡꠣꠗꠤꠘꠜꠣꠛꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAADKUlEQVR4nO2WTSg8YRjAZ96hXR8lllITq9RSWnvwcSC5cZDabUVOPvJRGsqmvXBBsrj4upDkvKEccBFxQorVcNjSRltTu2rVsJud3Xn+h1fTGltT++//J72/0zvPPM8zv3nfdz5oAKB+Eui7BdQQIS1+l1AoFGpubuY4LuUOPM+rQ/AXTExM+Hw+g8Egy3JqHVpaWsbHxxMjqc/Q1dVVW1tbSUkJy7LxeDy1Jnt7e9FodHNzU4nQACCKosvlen9/V2VHIpH7+3sAkCQJIcQwTOLZeDwuyzJN0x6Px2Kx0DStStDpdGazWdUzHA7zPI8Qomm6oaEBIURR1NPTU3FxMUKI4zgKX08UxZubm/b29qWlJVEUNzY2jEbj29sbAFRVVQHAysqKw+FQJvb6+lqn0+ExTsCEQqHR0dGOjo7p6WkxgampKZvNxjDM6+srLonFYoIgCILg9Xr9fr/FYnl+fv5YsrS0NL1eb7Vah4eH3W73wcFBUVFRfn5+Zmamcmetra07OzvBYPDk5CQcDq+trZWVlanuXpKk/v5+n8/X19dHUVR2dvbFxUVPTw/Lsh6PZ3d3t6KiIisrCyczDFNYWHh0dDQ5OdnY2ChJksFgoJSnLBaLOZ3OyspKhBDLsk1NTaqLGY3GkZGR7u7uoaGh5eXlmZmZ9PR0Vc76+vrc3JwgCErE7/e7XK7c3NxAIBAMBjMyMlQlTqdzYWHBZrNFo1Ec+RDS6/UDAwMcx83OztbX11PJcDgc+/v7DMNYrda8vLyvCYeHh3gulUhnZyfeD9XV1QUFBV9Lent76+rqSktLc3JyPkLK8j88PNjtdrvdjg9NJtPl5SUA1NbW4q2NUcY1NTWPj4844e7uDgAGBwfHxsZkWT4+Pu7q6sLbJRElU9UTAMrLywOBAAB8eg9FIhGz2YzHq6urPM8DwPb29vn5+ddXiNvtPj09TZrw8vIyPz8vSZKqZGtr6+zsLGnJ4uLi7e0tANDw+ffD6/WaTKakS/Z/UAt9O7/r4/ovIEJaECEtiJAWREgLIqQFEdKCCGlBhLQgQloQIS2IkBZESAsipAUR0uLHCf0BECGTy05a1dIAAAAASUVORK5CYII=
ꠢꠝꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABzklEQVR4nO3WP6uyUBzAcX2KlramVqG9IaiG6h20tAQtQhkFBREFbRE0mG4tDb2GdmsR2qoX0NDSEGmQkJDYH8PzDHHv480LPx4M7h1+n+l4zhG++A9pQgj1m/z56YBXGATBIAgGQfwURR0OB5Zlb7ebezkQCFiW5fxW3e/3/X7PMMzj8aBp2ufzOfcnk8nBYOCpiHyIxWKf4+PxWCqVnjOqqkYikel0KsuyKIqtVutl8+l0ajab+Xy+3+8Tz765ZZIk8TwviuLzMBwOz2azer2uaVo6nX7ZbFlWuVzebrccx3m6MB++BJmm2e12DcOo1WqhUOhzXlGUQqEgCIL7/PF4LAiCqqpvqfkS5Pf7G41GtVpNpVLL5dK5qdfrFYvFYDDoPl+SJIqistnsu4L+PUOapj0HHMfpuk4IYRhGURRCyGg0SiQS8/l8tVrlcrnz+RyPx9frNSGkUqm0223btmVZZlnWMAyPzxDlnspkMp1Ox7bt4XC42+2cS6Zp8jx/vV4nk8lisXAu6bouiuLzlfSCJq7fj81mc7lcotHo2+7C//gm6Gf9ui81BkEwCIJBEAyCYBAEgyAYBMEgCAZBMAiCQRAMgmAQBIMgGAT5C2df1EUt4uRCAAAAAElFTkSuQmCC
ꠁꠎ꠆ꠎꠔ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABwElEQVR4nO3Wv6tBYRjA8fdgYPY/nFJiMPgVZVH+CDZlZTMp1jMcAwaxGFEWNuUYFGdicDKQRfRSnEHIj+cOp1xXt/su53bv8Hym8z7nlG/Pu+AAgPwnhr8OeIdBLBjEgkEsJkIIpTQWi53P5+f08XiYzWaD4T1XVdX5fM7zvMlk0iYcxxWLRZvNplsRvHA6nZfLRVEU7bhYLDqdzvOtoigul+v1+7ejLr7s4HQ6VavVUCikHVOpVDgcvt/v2Ww2Ho+3221tTint9XqHw2G32+m2mG83lEwmj8ejz+fTjn6/v1wur1Yrr9f7upJEImGxWKLRqMPh0H1Dn0GtVksQhEwms1wutYkkSVarNRgMDgaD8XgsiuLzjtxuN/zqlW2329Fo1Gw2a7VavV6/Xq+EkM1mk8vlJEmSJKlUKkUikf1+TymVZdlutxNCjEbjZDL5xSsDgNlsFggEKpUKAPT7fZ7np9NpOp3udrsAUCgUZFkWRVFVVQBoNBrD4VDfDb0HAcB6vb7dbtpzPp/3eDyCIOj7qz/gAP8P/QyDWDCIBYNYMIgFg1gwiAWDWDCIBYNYMIgFg1gwiAWDWDCIBYNYPgBUUd1EplyOBgAAAABJRU5ErkJggg==
ꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABGUlEQVR4nO3WoW6EQBCAYegWhUHhyAokEoHfZ+ABeAsMwSAJDiwKyTPgLoEgUbwAQSJQhDAV1xB617sx5XpifscsCV9mDTIASO/Ux38DbiMQFoGwCIT1KUnSMAye5y3Lcn88TZOiKKqq7hNZltM0tSzrLBE8KMsyTdOOk6IodF1/9P5f9fuVJUnCOTdNc0fHccw5NwzjrMU82VAURVVVAYBt2wAQhqEQouu6fXJqP0DbtgVBUNf19fH+8y8AfV/ZPM/jOPq+77qu4zjXIWNsXdfjOhljl8vlFVeW57kQou/7I7Ysy6ZpbiZt2566IRno9+N5BMIiEBaBsAiERSAsAmERCItAWATCIhAWgbAIhEUgLAJhEQjr7UBfx21E1sJEHhoAAAAASUVORK5CYII=
ꠢꠇ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABaklEQVR4nO3Wv6qCUBzA8aMIRaBDIbQW6CYNrT1Ji0MSQcEJHHyEI86+gQ/hM/QKbi2V2NBkf6h+d5C63uuFH1ySGn6f6egR/aJHUQIA9knkdwf8RkEYCsJQEEZhjO12O9u2z+dzdbrRaFyv19vtVp1qNptRFOm6/uIieBgOh89xlmWTyeS5pzzI89zzPMMwoB5/PLI4joUQQRBUp9I0dV13sVhomvbiG/OglDfyPPd937Ks+XzebrfLU6fTKQgCVVXDMJTlGlfe96kVReGcz2az0Wi0Wq1+HCTL0+l0PB63Wq1aaxgrraH9fl8MHMc5HA4A0Ov1NpsNAGy32/v9DgD9fj9NUwAwTXO9Xte7hjqdTjFIkkQIAQDL5bJ4v7rdriRJjDHOebHHdd3L5VLHDZKg8vuRJMnxeBwMBnVc7z9B7/VxX2oKwlAQhoIwFIShIAwFYSgIQ0EYCsJQEIaCMBSEoSAMBWEoCPMF1k5Wf3tw5KEAAAAASUVORK5CYII=
ꠟꠁꠀ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABpElEQVR4nO3Wv4rCMBzA8cYUXDq4ZAiCgoKLSMHJxcGCUx9B7Cv4BG5Ogk462lEdSsEX0EnwD7hKZxd1FrSo5Ia7y1Wvxw/uCufw+2z9hcA3IYhECKG8kth/BzzDIAgGQTAIoiqKcjweLcu6XC5yer1eCSGqqsrJ/X4nhMRiIQcghPR6vXw+H02ReOS6LmNMfuq67vv+drsVYfr9fiKRCF36tYcTj0YjTdNSqZScnM9n27Yrlcr3k3Q6nXQ6nc1mo7mYTx9B0+m0VCpxzuPxeHDZNE3LsjKZzNO2VqtVLBZN04y25ivIMIzFYrHb7Rhjcm0ymSSTyXa7PRwO5VAI0Ww2q9Vq6LX9nRr8GI/H9XqdUjqfz3O53Gq1ms1mh8NB07RGo+H7/ul06na7tVpN1/X3LZTS2+0WfP5/FXxQhULBdV3HcdbrtRx6nlculweDgW3bhmF4nhfc4jjOcrmM8FETEfj7sdlsOOec86fo/X7PGKOURnYNP3sIegUv90uNQRAMgmAQBIMgGATBIAgGQTAIgkEQDIJgEASDIBgEwSAIBkHeACk4ZAuITiKyAAAAAElFTkSuQmCC
ꠙꠄꠖꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABoklEQVR4nO3Vr4vCYBjA8b1XLCYxGjQaTIOF2f0PbIphdjFarIKwMKaC0S5WkUWLRTCJURF/wIIKY+rw5TWMmzsn99yd01N4vml7nw0++M6NMMa4V+rjvwHXIQjqDUGmadZqtV6vRyl9CdB0OiWENJvNZDK53W4fDSI//9urqjqZTOr1+sNB6/U6l8sdj0fvOBAInE4ne7MMwxiNRtFoNBKJ2FPLsizLCgaDhJBGoxGPx30Qsc94nneOdV2XJMlZcQ5SqZT7Mu+N93fjGep2u5VKpVqtuhcppa1WK5vN2qer1apYLPrwe3j6AjJNs1wuG4Yhy3IoFHKPRFGklGYyGY7jDoeDLMv9fv8RoMuWCYKQz+cXi4V3L9ybwvN8oVDYbDY3p/d3Aem6fjWLxWLL5dK2DodDe7FUKs1mM7dDEITxeOw/yJuiKPP5nDHW6XQ0TbuaOqB2uz0YDJ4B+r5EIsEY2+12flHs/v4tC4fD6XR6v9/7+EBzv3pTP6c3/No/OQRBIQgKQVAIgkIQFIKgEASFICgEQSEICkFQCIJCEBSCoM5dQvqn9R21BwAAAABJRU5ErkJggg==
‘ꠅꠄ।,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABeklEQVR4nO3VsYrCMBjA8URva1dXhw6+QDvZva/gYHEoFMFVBJ9DXDpVKHSVjp07CaW+QpUKTiIEFcGaG8pV8Hr3wWE8he8/pUmGHyE0lHNOXqnafwPuQxDUG4KOx+N0Og3DMM/zlwClaUopdRxH1/X9fi9cxL/Ksowxxn9uMpkMBoNfNjykj1IWBIFt291ud7PZlJOU0gJNCLler8vlUlGU4XD4jBPSNC0MQ8756XTyPC+KIlVVi6VyYBhGMXBdt9PpiDgh8n2q3++7rttsNlutVgm6XC6z2czzvGKGMaZpmghQxaWez+eSJPV6vVrtttput/M8N02z+JRlmYt5cypAvu8HQaDruiRJ5eRisbAsS4QABsmynKapqqqMsfV6TQip1+tJktxtE/RbqgBtt9vVanU4HEaj0fl8JoSMx+Pdbne3rdFoxHH8cBAVdBX+3Bu+ZU8OQVAIgkIQFIKgEASFICgEQSEICkFQCIJCEBSCoBAEhSAoBEF9AobR6ti9y8c2AAAAAElFTkSuQmCC
