Text,Image_Base64
ꠄꠉꠥ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABf0lEQVR4nO3WIcvCQBjA8dsQ/QKWNatNFDEsuijCwGRRRPwUdnFhZUWGZWmwtmJY8BPMcnnFoCyIiKAgTu4Ng73O19cneVt4/umOlR/PbuMExhjJU2LWgNcQBJVX0PV6NQxjtVpFUZQL0Ha7LRaLlmXJsnw8HrMUsXSLxWIymbDsEhhjYRgOBoPb7Rb7NptNpVIpl8sJ+n6/B0HQ7XZN0xQEgdOEGo1GvGi324yx/X7fbDYppc+POJT6yh6Ph23b/X6fECJJ0ng8ns/n353Hn1KgVqt1uVxGoxEhZL1eV6vVMAw5gwrPG9/3k/VsNlsul7Iscwb9TkgURUppsu10OpqmTadTQsjpdBoOh4fDgYcoOU2O43ie9/ag6bquqmp8wL/d63/obbvdznXdb1PiCh+GFwQBpdT3/Xq93uv1eLwvQgT2zwXtfD4bhlGr1RRFKZVKfDSfQFmV1+tHfkIQFIKgEASFICgEQSEICkFQCIJCEBSCoBAEhSAoBEHlDvQDYPKSoFurHtkAAAAASUVORK5CYII=
ꠛꠤꠡꠣꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACT0lEQVR4nO3VP2jqQBzA8ct5YCuoUCI0SxzEoUiRkMkuiuDSreDawUWo0C0gdCmdnIuCDoKISOki4uQkOIaWUidtXCRCg0hBTbM0rdch7/WJ9HGP6usfuO+Y+w2fO72EwRiD7xT8asByFETqh4DG4/H+/v7x8fEnawAAAL/XycmJqqosy87n83cH/l/vgGRZvr29xRjv7u6apvnJIAZj/PLyks1mJ5OJdWZPT08Y46urK1mWBUHY2dlxOp2Lh2oYRrPZ5DiOYRgIoc1me1tiGCaXywUCgZV+MtM0NU3TNK3b7Q6Hw2Aw+PDwgDEWRdE0TV3Xb25u4vF4oVDQdb1YLHq9XsMwRFFc3FmtVvN4PKufEAIAIIS2t7crlUqj0eh0Oi6Xa2try+IihDY2Ng4ODsrl8unpqdvt5nmeZVmHw7G4q4uLC5ZleZ7/+MH87tcte35+Pjs7K5VKkUhkacI0zXQ6LQgCwzA8z8discXVVqsVDoc5jrPb7atr/oAQQrFYTBCEUCi0NLG5uZlMJo+OjjKZzN7e3tJqNBptt9uqqnIct04QACCfz/f7/UQi8fj4OJ1OAQAQwl6vBwAYDAaGYZyfn1uTuq53Oh0IYbfbtZ5cXl76/X4IoSzLawO9dXh4OBqNAACSJFkyn89XrVbv7u6sgVQqhRCSJGk2m1lPFEWp1+uSJC3euA/27/9/RVH+tnR9fX1/f7/6FcPWe2jVPa21H/Jx/cIoiBQFkaIgUhREioJIURApCiJFQaQoiBQFkaIgUhREioJIURCpbwd6Bcp+ry7gNynNAAAAAElFTkSuQmCC
ꠖꠣꠟꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABqElEQVR4nO2WvYrCQBRGJ+OKhVMoYhELsVAbsYq96GP4CNqIXcBWAsFKX0HQafQNBDtFKxttDUSwEgSLJOBsIRtiEvYuKqzFPdVwv/k5zFxCJCEE+STofwv4QSEIFIJAIYgvQsh+v282m7fbza3atm3bNmPMcRxKaSQScSPHcQgh0WhUkqRMJmOapnc7xthoNEokEs8biR8URRGP+CrT6TSdTodGuq53Op3gDk/gfzLTNFutVtB7PB4zxrLZbDAaDoe9Xk/TtOdvxcODkGVZg8FgtVp5i/P5vFqtyrIci8WC67fbbSqVqlQq1+v1/UKqqqqq6ptRr9cXi4VhGLIsB9dPJpNcLlcqlZLJ5JuFarVau9329iOldLfb3cec80KhQCm9358bFYtFTdO63S4h5Hw+n06nV42CbeX2Jud8uVzex/l8fjabcc7X67Uvcun3+4fD4cWmDhEql8tCiMvl4i1uNpvj8fjiYX8h5MMYj8cbjYZlWd6ioiihPfR2JIE/aL+DQhAoBIFCECgEgUIQKASBQhAoBIFCECgEgUIQKASBQhAoBPFxQt+LwO4mDiyqkAAAAABJRU5ErkJggg==
ꠖꠦꠅꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACAElEQVR4nO2WvYrqQBiGJ4ogSRO8AVHZSmxMYSkWVrESMZBLUAutLLQUrGzUgIVYCaKCoI13IFrYCabxp9BCEf/AIgnJbOE52ejuOQO6oMU81eQjMzx532JCQAjBO2F6tcA9WAjFewtNJpNXeXwBDbAsm8lk4Eu5Sajb7cqyXKvVXpUOAICAEIqiGIvFNE27jk6nE0mSiqKQJHmdyLK8XC4/Pj4IgrjbfzweLRYLRVFfJxJEuVx2u90PGulZMQxzl95+v69UKv1+n+O479kKgkDTtHHS6XRsNttvVgYAWK/X8XgcAKAoiiAIl8uF47jvn1EoFOx2u8vl0iftdhtC6HA4HgzmLzdCkiQVi8XRaAQA2O12jUYjGAyGQqG7Pblczuv1six7fazX64lEwmq1hsPhJ20AuK0slUodDge9u2q1yvN8r9fTK9M0LZvNDodDY8uz2Ww+n/+r98crCwQCyWSSpml9slgszGYzwzDb7Xa1Wm02m3Q6HYlEfD7fn3hNJlVVnU6n3pTJZJpOp7+TkDGq6yIajTIMo6pqPp8vlUp+v18UReObrVZrPB4bJ81mczAYPJPQD0IejwdCeD6fnzn3YX64yyiK4nlekqSnkn8UAuIftP+DhVBgIRRYCAUWQoGFUGAhFFgIBRZCgYVQYCEUWAgFFkKBhVBgIRRvJ/QJhRoDpSnPAuEAAAAASUVORK5CYII=
ꠛꠖ꠆ꠟꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABdElEQVR4nO3WParCQBDA8YlZbCwCW9lYS4ogIhapFCE3sBI8QVrBKoVHEEFIlUNo5wlS2Wl6kVSGJV38YF7hI/gUmdckWsyv293mz2RDoiEifJPKpwOecRCFgygcRBEAcLvdFouFUirfVUptt1tN0+7L8/kcRVGj0ZBSLpdL0zQLLELEy+USx3Ecx/v9/nA4tFqt0+mEiJ1OBx88LQtSAQAhRL1e32w2nucNBgMhhJQyLz4ej67rFjiSv37v0PV6nc1mQRD0+/3H4yzL5vN5GIZlBwkhHMdpt9u2bT8eD4fDXq9XWg0AwOtTbDabSilEdBzH9/389nS73d1uV/QdEq+J4/HY9/31ej2dTqvVar4/mUzSNP3AhHKe5yVJgoiWZSFimqZFjwfvb9k7URStVisAqNVqo9Eoy7LCxwOg4fsftCRJdF03DKOEjn8FfcTXfcs4iMJBFA6icBCFgygcROEgCgdROIjCQRQOonAQhYMoHET5AZUw5Wn+ok/hAAAAAElFTkSuQmCC
ꠎꠝꠤꠁꠈꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAC30lEQVR4nO2VQUgqURRA74wQBC4yIyIkQigIS4naCFa0dSHtDGq27SqqnRS0KAekaNEmbOMiqJCBJKGVCq0SXIQEioFQMFlYtkmapqb7FxPmn+n3vv/X/wXvrObe++6b8+a9mWEQEb4S7P8W0EKFSHxzoWKx6Ha7JycnP8kGAABrwefznZ+fNzU1PT8/19T4+9QglEwmj4+PEbGnp+fx8fGThBhEBICpqal0Oq15eE9PTwzDGAwGNVQURVEUURRLpZLdbmdZtlJSqaurk2VZvwmyLMuybDQaGYZpbW0VRbG6ajQat7a2GhoatFuWz+cPDw8rYW9vLyLe3Nx0dXXt7+/H4/FAIDA3N4eIfX19lWEOh0OSpEwmo4ZqKRQKmUwmRIzH4y0tLaenp5ouRAwEArOzs5okIr4e6unpaZfLhYg8z09MTFxcXABAY2PjwcHBzMxMsVgcGBjQr/7+/j4UCg0ODlYyGxsbbW1tVqs1EomIojg0NKTvWl9fX15e5nleX3oVSqVSiUTi4eEhHA4Hg0GLxaLmLy8vOY5bXV3VNwOA2+3mOK67u1sN8/m8w+EYHh5WFEWSpPHxcX1LOp02m839/f3lcvk9obW1tbGxMbvdvri4WD3C7/dzHFdfX69vjkQiFovF7/dvbm6qmWQy6XQ6AUAQBK/X++YadnZ22tvbbTabyWR6T8jr9RYKhVwu5/F4AMBgMAiCAAAjIyOjo6MLCwssy4qieHd3x7JsNpu9vr5OpVJ7e3vb29uCIKjHuaOjQ53NarW+3IBls9msepHJZACgs7OT5/n5+XkAuL29vbq6+snoV69fOBw+OTmpzpTL5aWlJUmSdnd3j46OKvlcLud0OoPB4JvzxGKxaDSKiJoulZWVlbOzs+rMy2v/lxQKhebmZs1X4M/4GKEP5Jv/XP8BVIgEFSJBhUhQIRJUiAQVIkGFSFAhElSIBBUiQYVIUCESVIgEFSLx5YR+ABaIy7G0IOn2AAAAAElFTkSuQmCC
ꠘꠦꠁꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABgElEQVR4nO3VsaqCYBTA8a+bUwQqUYsO4iBBDUEtQU+QvkJv4BvYHEhNTZJQS0Orj9AYNEU41BBOiVtDgy3fHQTzdqtzB7s6nN8khyP8+T6jAqWU5MlX1gGPMAiS76D9fp9Vxx1NUFXVMAyaqR8n5DjO7Xabz+dZnQ4hpEApJYTouh7f1+VyKZVKx+NRURSGYaIhwzCCIHiel3y5XC4vl0uO49IPio3HY9/31+v1drslhLRarc1mczqd6vX6q52UJe9vOp2yLBuGYbvdjiaKoliWVa1W3+x86hva7XaVSqXT6Vyv13jY7/cHg0Gz2Xyzk6570Gq1kiSp0WjwPB9NHMcRRXE0Gtm2/WonffFZLRYLTdOCIKCUyrLsuu5wOOz1erIsm6YZhuHvHd/3U78y8nQ6mUw8z4ueD4dDt9udzWZvdlL0+Ct76nw+12q1YrH4qWtK+FPQf8r3n2seYBAEgyAYBMEgCAZBMAiCQRAMgmAQBIMgGATBIAgGQTAIkrugbzGvZ9hLr9KrAAAAAElFTkSuQmCC
⁕[2],iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABS0lEQVR4nO3Wr6qDUBzAcb1t2ZdQVBQGs4hxxSgIRt0DbG+wurA4tmATDqz6AoLJJFYNYhEMwrKwcG64cK9Ttl+4ev/A7xOPR84XfyfIUkqZv+TttwOGMAiCQZD/GbTZbAghg0VCiOd50xfRkTAMByuiKFZVZdu2JEm+7/fXx69/00NQURRpmmqaliRJ0zT9g7Mso5S2bcvz/KxBDyNjWfZ8Pu92u+PxeL/f+49UVWUYZrFY6Lo+/Zh6voIopY7jCIKw3+9Xq9V2ux3vvl6vh8Phh4I+Pk9d167rFkVxOp0GW6MoWq/XHMd1XTdjUX9+ZVnmeW5ZVhzHt9utf1cul8tyuTRN0zCMz0ezX+pnnh08+6V+RlGUIAgGi4QQWZYnnxhL8X/oNQyCYBAEgyAYBMEgCAZBMAiCQRAMgmAQBIMgGATBIAgGQTAI8g4bTUVwMfw11gAAAABJRU5ErkJggg==
ꠔꠣꠎꠝꠢꠟꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACqUlEQVR4nO2WT0gqURSH55ZiUKuBIFOCQBfRppBmpbhr4cKFqzbhYsAghAghCFwGglCLcOVCCIQcJgpx4UYMWtTE6E4ShIYg/4EIaSlZ6mkxj+m+6fEuPIjX4n6rMz/umfPNvXAZBADMT2LifwvooUIkqBAJKkTCwDCMLMt7e3v4hfT+/o4QMhgMCCGLxVKtVnVtw+EQITQ5Oaklb29vtVptcXHx6wyTyTQajYbDoZY8PT0Zjcbp6WktQQjFYrHl5WUGvuBwOHSFoihXV1fagtXVVQBot9tLS0uZTCafz0ej0VAohLcAQKvV4nkeTwDg/Px8dnZWl7Asqz1O4NaSJHW73Xa7rfvEnZ0dp9MJAJFIJBAI1Ot1hmFYls1ms7u7u61Wy+Vy6Vqy2WwkEolGo3h4eno6MzOzsLCgJaIoAgC+r59CoVBofX19a2sL30mVQqFweXk5GAxEUYzH41arVc2bzebm5ubh4SG+uN/vh8Phl5eX7e1tlmXVMJ/Pu91us9lsMpnUJJlMBoPBqakpn8/32zB899bW1v54ZKlUam5uzm63p9NpPPd6vYqiuN3um5sb9cg4juN5vlqtPjw8JJNJ3SGenJxUKhU1ub+/VxRFNwgAPoUkSfL7/arW3d0dXujgOO7s7AwAEokEx3G5XO729nZjY+P5+bnRaIzHYwDw+/3dbhcAbDZbs9lUGz0ej/paSZJ0G6EN+iVUq9WOj487nQ4ACIKgNmiFDlEUS6USnvR6vYODg9fXVy1xOp37+/vj8fjo6Ojx8VENbTbbxcWFIAiyLOPtgiBcX1+rNYLv+f0ol8uDwWBlZQUPi8Xi/Py82Wz+S+N3Cf0zP+6mpkIkqBAJKkSCCpGgQiSoEAkqRIIKkaBCJKgQCSpEggqRoEIkqBAJKkTiAysCRlKAshLIAAAAAElFTkSuQmCC
ꠇꠣꠝ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABbElEQVR4nO3WIavCUBTA8XuuFsUZxDSzYcVi3ncwijCsNhHdFxBZEFwQ2XewCQab2W+wsOyYqEHwwgThvKTMN3mnTJ7h/NNl54Yf2wkDRBTflPxvwO8YRMUgKgZR5YUQURR1u93b7ZYeA4AQAhHv9zsA5HK55LTRaMzn84xF+KjZbD4PSinbtuv1enJ0Pp8Nw1iv19vtdjqdDodD/EBvPtnhcBiNRv1+v1wuJ59XKpXNZjMYDI7Ho2maGb+YRy+gOI7H47GmaYvFolarpW9HUWRZ1mw2+5DmBQQAvV6v0+kUi0Up3y+74ziWZRUKhc+B8s/TarXSdR0ALpfL6XSqVqtKqTAMdV2XUvq+bxhGq9Vqt9uO40gp9/v99XotlUoZi9Jr5bpuGIaI6HleEASIuFwud7td8o5SajKZxHGc+VID8u/H3zGIikFUDKJiEBWDqBhExSAqBlExiIpBVAyiYhAVg6gYRMUgqq8D/QBybVM1+LoSkAAAAABJRU5ErkJggg==
ꠡꠥꠞꠥ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABqklEQVR4nO2WsYrCQBRFZ2KKaKEg1hERW0H9Bj9ASeUfRCwFSxsLW8HCwkbQShAEf0EEEQU7RcVGRLCRMWJIYLbIEnezi69J1OKdat7NKw43CQnlnJNPQni3gBMUgkAhCBSCEAkhjLF6va7ruuOaruvj8fh0OiUSCTs0TZNSmkwmm80mpdR9I865YRiMsfl8rihKq9VijLXb7Wg0qmka/8FgMAiHw9xjREKIKIqSJOVyuU6nU61WQ6GQLMuRSCQQCNje/X7f5/PFYjH3K/nN9zNkGEalUkmlUpRSWZaz2ay90e12S6WSJEn5fN5rG0IIsbsyTbNQKEwmE2vMZDLWYbvd7nY7R+gdj7dsv99rmtZoNKyRMTadTlVVDQaD9p0SBGGxWKiqej6fPSroIRSPx3u93mq1ssZisej3+6/X6/F4tHfK5fLtdnOELuNobL1e2+fD4TAcDh0L/4YuQvmf/6HNZrNcLmezWTqdVhTlSfiKhi6XS61WG41G9/v9efi6ht7Lx33LUAgChSBQCAKFIFAIAoUgUAgChSBQCAKFIFAIAoUgUAgChSC+ABICjpYQ+5weAAAAAElFTkSuQmCC
ꠅꠄ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABRklEQVR4nO3WPYqDQBTA8RcNnsDCE+QCFiksRSt7QUhjkQuEnEQECxsrewu9hUXaEELKyDCBgAn4gVu4mLAL+5pl1oX3r4bR4sebEVwMwwBzSvprwNcIhPV/QI/HIwiCPM+7rpsF6HK5KIqSJIlhGJxzcaIBK4qi7XaLvvZbLQGAMbbZbJ7P56RUVfV+vzdNM4rLslytVrvdTuiEOOdRFBVF4bruuKPr+rgwTVPYhD7vUNu2YRjWde267ju37/s0TT3PEzEbAJguNWMsTVPLshzHeX+8Xq/ruvZ9XxjodWRxHHuel2XZ9yMT2euzP5/Psizrul5V1e12AwBJkg6Hg7jZAADAclodj8fT6aRpmm3b485+v79er4JBi4F+P36OQFgEwiIQFoGwCIRFICwCYREIi0BYBMIiEBaBsAiERSAsAmHNDvQBxUn1hzvuJSoAAAAASUVORK5CYII=
ꠡꠝꠣꠗꠤꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACj0lEQVR4nO2WO2gqQRRAd8dPxFKs/RIkiIVYi5VNQDGSQoR0gRQxhSgIQjoREQQNKVJYCokINgbsBC38NEkESYQQCQFREKt1RbPqTbGw7DMPxpcnJIQ51ezMneHce3fYpQGA+kmg7xZYhwjh+O1Co9Fof3//7Ozs60fAVolGo29vb2q1erVafe2EbQq1Wq2HhwcAsFgsHMd97RAaABiGSSQS8/l8rXjz+fzx8XG5XAoz7+/v/X5fr9dzHIcQkkgk4vjlcrlarWiabrfbRqNRLpcrlUphlabpy8tLs9mMbxnHcQzD3N3dHR4eXl1dMQyTzWa1Wi3LsuPxeG9vr1QqVSqVZDIZCoUAwGazAUA6nQ6Hw0Jm9/f3Ozs7/JgPECgWiyqVasMKIYqipFKpQqE4ODgIBALX19e3t7cajUatViuVSpVKVS6Xg8HgaDSy2+3iTFwuV7FYHAwGtVptOp1eXFyYTKbPCRcKBQDQ6/UbvdHCLeM4LhKJWK1WmqY1Go3T6RQihsPh0dFRKpVa22kwGE5PT4+Pj09OTuLxeCwWk8lk4oBcLhcIBBQKhdfr3dCGokS3bLFY+P3+RqOxVna3293r9RwOR6PRELdMQKfT1Wo18Tw/eHl56fV6f20ipmU8r6+vLMtmMhn+kWGYdrtNUZTH4/H5fOfn5wihfr8/mUwQQk9PT8LGTCbDdxMhNBwO+UG32zUYDEKn1rZsVCEAmEwmVquVH6fT6U6nI15lWTYWi81ms3w+32w2Pyd3c3NTrVYB4HNAPp+v1+ubVIiGP38/np+fd3d3/6Hl22Zd6Nv57R/X/4cI4SBCOIgQDiKEgwjhIEI4iBAOIoSDCOEgQjiIEA4ihIMI4SBCOH6c0AdOUBMoW0GukgAAAABJRU5ErkJggg==
ꠜꠤꠔ꠆ꠔꠤꠙꠍ꠆ꠔꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAC9klEQVR4nO2WTUgqURSAZ0ZpolpFOBApRgWRxUTlqlXQpp+1ROEioiAjV9JCaNNGaBNBq3bRKsuiNoF7of+CpHJhhhSVA/1oeqeudt5iaJ7M03etiArut7qcc+7w3TPnwmUBgPlJcN8toIUKkfg9QpIkdXd3j4+PfyD7KSAPbrc7Go1WVFS8vr6+N/sZcgttb28fHR0BQFNTE8b4XdlPomcY5vj4eGFhIbttGGOMcTAYjEQinZ2dgiA8Pj6q2Uwmw/M8Quj8/FwQhJqampKSEk3jdTqdTqfjuL8jcXd3d3l5WVdXx7KsEmFZdm5uzmKxaH+ZLMuJROLs7Mzv909MTNhstuLi4qenJwBobW1VxDOZzNbWVjqd9vl8oigqQSWr1gCAJElDQ0NqRF2EQqHsNqyurpaXl+fsEMcwDM/zPp9vfn6+p6fn/v5+aWmpoaGhtLQ023t/f7+rq2twcNBsNucbx83NTY/HMz09nR0Mh8N2u72vr0+NLC8vA0B1dXXeoZZlOR6P7+7ujo6OVlVVZZ8s+/QdHR2pVCqdTv/boWQyOTk56fV6Nbva2tpGRkZisZgoii8vL4uLi2NjYxsbG5ova2eIf2NlZWV4eDin99ramsViMZlMdrtdk+I4zul0Tk1NVVZWalLr6+vBYHB2djYSiTQ2Nnq93vb29ry9UTukkkgklIUoitFoFACsVuvp6SkA3N7eAkBvby/G2Gw2x2IxNXt1daW5/LW1tTc3N8/PzzMzM3t7ewih5uZmt9u9s7Oj1lit1pOTk9wdUikrK1MWDofj4uLCaDS6XC7lfhkMBkmSDAaDXq93Op0IIYZhlGx9fb3mkA6HA2N8cHBgs9n6+/uLiopkWUYItbS0qDUul+vh4YHQof8TCASur68Lr1fweDyHh4eyLBdY/w6hD4AQGhgYiMfjhW9h4SsfaMqoCYJQ+JavFfoAv+f58V1QIRJUiAQVIkGFSFAhElSIBBUiQYVIUCESVIgEFSJBhUhQIRI/TugPCp8TJD0TA1gAAAAASUVORK5CYII=
ꠡ꠆ꠕꠣꠙꠘꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACTklEQVR4nO2WsWvqUBSHTzSDCC1UkZTWFlocCo61i46Ck4P0H2jATaSDBIQOEQpdAk7WQVAEiSgIilMdHDq2a4UWHFxUkFioiA1UMaeDfUHUx61veDrcbwq/cwLfObkkYRARtgnDpgUWoUIkqBAJKkSCBYBUKlWpVJZr4/F4PB6zLDuZTBiGYVl2uWd3d3d/f7/ZbOrJYDDodDpnZ2d6P8Mw9/f3TqfzV0aIiIjT6TSdTnu93qenp+FwKIri8fHxrHR+fr5wgYj9fj8YDM4niChJUiQSmQ/L5bLFYsF1+Bkin8/XarVAIFCpVGq1WjQarVarf5vh4eGhXq9LkuTz+fQwkUjc3d0piuJ2u2dJqVQyGo0nJye/Wswffs6Qz+fL5XLv7+82my0Wi5nN5pXdqqqKojgajeLxuMVi0fOXlxer1epyuT4/PwFAluVwOGwymS4vL9eygdkZAgCO4wqFQiaTaTQa7Xb76OhohbvBcH19fXt7e3BwsFAqFot+v9/pdO7t7QGA2+32eDzr7uaH+ecnCIIsyxzHqapqt9vf3t4Q8eLi4vX1FRG73a6mafP9Doej1+shYjab9fv9iqIg4unp6Sycod++3hkCgFardXh4uLOz43A4ksnkzc3Nx8cHAAiCMBwOAWB5MaFQaDKZAADP8zzP6+HX15feIwjCYDD4lw09Pj4+Pz8j4tXV1fyI/xkGl/6HNE0zGDb2wlwhtFm27tNBhUhQIRJUiAQVIkGFSFAhElSIBBUiQYVIUCESVIgEFSJBhUhQIRJbJ/QN8/QC5n0kh1IAAAAASUVORK5CYII=
ꠝꠣꠁꠗ꠆ꠗꠝꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACO0lEQVR4nO2WP+g5YRzH7zlJXzuDTEgpMZgMBpNiMVpuUMpg82eSTTcohUmUSWFQJKuyYLhSUqSUkj8Dg7rL+ft8hytf/XDP71v6/b59e17T9b738+nVc891ByCExE+C/N8Cf4KFUPxqIYZhxAvD4RA9Bb6JRqNht9sHg4FIx+VyRaNR8Tnv2aHT6QQAKBaLkUhEpFav14/HY6FQEOkACOFms6Eoar/f39/Q6XTz+Zxl2fF4rNVq5XK5kF+vVwAAAOC+fL1eL5cLSZKHw+HWFDifzwAAiURyS3a7nc1my2Qyz42EjdputwaDodFotFqtRCIRCoWE3GKxCBdms5nn+dFoBCFMpVLhcPi2yf1+XyaTieSvhj/l6wzNZjOdTlepVLrd7qOQXq/PZrMKhQJCOJ1ONRrNcrlst9scx3m9XpPJJJK/Go44Q+v1mqKoZDL5dCOdTidFUUajkSAIjUYTCAR8Pp/f76dpOh6PS6VSkRw5/J4vIZqmKYr6+Ph4LNXrdbVaTdN0Pp8XkmAw2Gw2eZ53OBwqlerWfJWLDH8p5Ha7PR5PLBYjSXKxWLAsSxAESZKdTodhmFqtViqVqtXq8Xi8LUmn0zabTait12uR/Onw5zw+RY7j4vE4z/MQwkql0uv1hHwymVit1lwu97ikXC632+2/ye+HPwXA7/x+rFYrpVJ5/w6/ne8J/QN+9cf1LWAhFFgIBRZCgYVQYCEUWAgFFkKBhVBgIRRYCAUWQoGFUGAhFFgIxY8T+gTLtYh5+83tDwAAAABJRU5ErkJggg==
⁕,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAA0UlEQVR4nO3VIQ6EMBCFYbpZgydAUFgu0LtUYevgBggSVHWvgOcYhBPANXCIrttQsslzhU3e78Z9mUla4ZyLntTrbsA1glAEoQhC/QBN0xTe8e19HtZ13fd9GIY0TcuyzPM8PMjbkBDCWtu2rTHmOI7wGg/knFNKVVXVdZ2UsmmaW0Di/JfN8zyOY5Zl27b1fV8URXiQd7IkSbTWy7LUdR3HcXhNdNnQE/qHd+jeCEIRhCIIRRCKIBRBKIJQBKEIQhGEIghFEIogFEEoglCPA30A9L4w/K0caKYAAAAASUVORK5CYII=
ꠙꠦꠞꠣꠄ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABuElEQVR4nO2WQasBURTH75ghtrO0U76BpMzSN7C0UZSFZMOUhSQbpaxsbCyUslCWfAkpJXsLNVJCTGmG8xbzGtOYHPXm9bw6v9XpzLnT7/7vnRoOANgn4flrATskhPFPhJbL5TuLVVXtdDqTyUTX9d8VqlQq1WoVXbxer30+X7/flyRpv9+7YwRO6Louy3Kv13N8+ky3283lcm8Ov4YDAEVR0un09Xq1uR6Px0AgwPM8z/NmU9M0xpjX69U0jeM4QRCMXc3n83q9XiqVXEsoEomY9W63y2az1g4AjMdjURRtw2aRSCRcScjhDk2n02az2Wq1rM3RaAQAoVDoef52uw2Hw1Qq9dNsGGO2S62qaq1WO5/P7XZbFEWjORgMCoWC3+9PJpOOr4jFYpfLJZPJuCIkPNQ8nmKx2Gg0gsGgdSIej0uS5JiNwWw2c0XlG/PwNpvN/X63Hmc4HFYUxdqJRqOr1cpWLBYLV26PwSMhWzCMsXw+b3xTJuVy+XA4GMXpdGKMybK83W5dDIgD+v14DQlhkBAGCWGQEAYJYZAQBglhkBAGCWGQEAYJYZAQBglhkBAGCWF8nNAXukj+oe8jbYcAAAAASUVORK5CYII=
,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAASElEQVR4nO3OoQHAIBAAsdL9d3485iSIZIKsmfle8t8OnISKUBEqQkWoCBWhIlSEilARKkJFqAgVoSJUhIpQESpCRagIFaGyAXGwA118GEzeAAAAAElFTkSuQmCC
ꠄꠇꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABoklEQVR4nO3Wr6vCUBTA8XPlKSsaxOKWDIIiWCYYjP4HRsvAYBDRsv0D/gsuWAXBIIjJ/8JiMYiCWByIzHCHonJfGG/+QN4pExfON3kvJ3w4l4FMCAFBKvRtwGsEwgoqyHGcbrc7nU6v12sgQJvNJhKJ9Pv9Uql0OBy+KRLP9Xq9er0uvhcTQux2O03Tzuez65vNZoqiJJPJF7pt29vtNpPJhMNh94YxZppmLpf7yIZUVXV/lMvlx6OqqpxzwzDS6bQ3PB6P4/H4Jzb09JXdbrfhcFitVh8vLcvSdb3dbsdiMfdmNBoJIVKplJ+L+esJVCwWOee1Ws09nk6nTqcTjUZN01QUBQAGg0Gz2ZQkqVKpfEID8O7J3AqFgqZpy+Xy8e1Wq9V6vX4771c/912FQvP5PJ/Pu8fJZCLLMmPseDzu9/tEIsE5lyRJlmVvfrFYZLNZfxd0BxmGYVmWd3TfCAAajcblcgGAVqvlOI43oOu6bdv+agCACfr78X8EwiIQFoGwCIRFICwCYREIi0BYBMIiEBaBsAiERSAsAmERCCtwoF90d/32GQrW2AAAAABJRU5ErkJggg==
